,Person_age,No_of_child,Child_ages,Gender,plan_name,cover,Facility,No of Hospitals,Monthly charge,Annually charge
7,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
12,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
13,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
18,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
19,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
24,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
25,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
30,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
31,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,23,1,[4],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,23,1,[4],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,23,1,[4],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,23,1,[4],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,23,1,[4],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,23,1,[4],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
1,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
2,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
3,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
4,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
5,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
6,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
7,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
8,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
9,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
10,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
11,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
12,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
13,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
14,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
15,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
16,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
17,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
18,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
19,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
20,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
21,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
22,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
23,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
24,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
25,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
26,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
27,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
28,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
29,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
30,23,2,"[4, 2]",Female,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
31,23,2,"[4, 2]",Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
32,23,2,"[4, 2]",Female,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
33,23,2,"[4, 2]",Female,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
34,23,2,"[4, 2]",Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
35,23,2,"[4, 2]",Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
0,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
1,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
6,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
7,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
12,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
13,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
18,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
19,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
24,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
25,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
30,24,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
31,24,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,24,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,24,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,24,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,24,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,24,1,[5],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,24,1,[5],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,24,1,[5],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,24,1,[5],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,24,1,[5],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,24,1,[5],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
1,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
2,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
3,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
4,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
5,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
6,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
7,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
8,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
9,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
10,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
11,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
12,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
13,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
14,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
15,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
16,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
17,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
18,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
19,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
20,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
21,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
22,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
23,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
24,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
25,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
26,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
27,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
28,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
29,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
30,24,2,"[5, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
31,24,2,"[5, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
32,24,2,"[5, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
33,24,2,"[5, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
34,24,2,"[5, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
35,24,2,"[5, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
0,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
1,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
6,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
7,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,24,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,24,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,24,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,24,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
12,24,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
13,24,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
